House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
26,Leedstag Street,Amy,Henderson,66,Wife,Married,Female,"Teacher, adult education",None,Methodist
26,Leedstag Street,Gerard,Mason,19,Grandson,Single,Male,University Student,None,Methodist
26,Leedstag Street,Kathleen,Mason,16,Granddaughter,NA,Female,Student,None,NA
27,Leedstag Street,Rachael,Wilkinson,34,Head,Married,Female,Electrical engineer,None,None
27,Leedstag Street,Andrew,Wilkinson,36,Husband,Married,Male,Accommodation manager,None,None
27,Leedstag Street,Alexandra,Wilkinson,6,Daughter,NA,Female,Student,None,NA
28,Leedstag Street,Aimee,Burke,49,Head,Married,Female,Chief Operating Officer,None,None
28,Leedstag Street,Shaun,Burke,49,Husband,Married,Male,Forensic scientist,None,None
28,Leedstag Street,Carole,Burke,16,Daughter,NA,Female,Student,None,NA
29,Leedstag Street,Kathryn,Law,30,Head,Married,Female,"Sound technician, broadcasting/film/video",None,None
29,Leedstag Street,Gerard,Law,32,Husband,Married,Male,"Designer, textile",None,None
29,Leedstag Street,Kenneth,Law,3,Son,NA,Male,Child,None,NA
30,Leedstag Street,Francesca,Long,27,Head,Single,Female,Minerals surveyor,None,Christian
30,Leedstag Street,Diane,Long,1,Daughter,NA,Female,Child,None,NA
30,Leedstag Street,Elliott,Cross,52,Lodger,Divorced,Male,Communications engineer,None,None
30,Leedstag Street,Arthur,Ellis,56,Lodger,Single,Male,Arts development officer,None,None
31,Leedstag Street,Joanna,Barnes,69,Head,Married,Female,Retired Environmental manager,None,Christian
31,Leedstag Street,Stuart,Barnes,74,Husband,Married,Male,Retired Information officer,None,Christian
31,Leedstag Street,Martyn,Barnes,44,Son,Single,Male,Adult nurse,None,Christian
31,Leedstag Street,Bethan,Barnes,42,Daughter,Single,Female,Amenity horticulturist,None,Christian
31,Leedstag Street,Ian,Barnes,37,Son,Divorced,Male,Product manager,None,None
32,Leedstag Street,Pauline,Berry,36,Head,Married,Female,Broadcast engineer,None,Catholic
32,Leedstag Street,Mitchell,Berry,38,Husband,Married,Male,Stage manager,None,None
32,Leedstag Street,Lorraine,Berry,6,Daughter,NA,Female,Student,None,NA
33,Leedstag Street,Francis,Brown,22,Head,Single,Male,Environmental health practitioner,None,None
33,Leedstag Street,Georgina,Patel,26,None,Single,Female,"Designer, blown glass/stained glass",None,Methodist
34,Leedstag Street,Gavin,Hooper,52,Head,Single,Male,Sub,None,Christian
34,Leedstag Street,Elliott,Bailey,7,Grandson,NA,Male,Student,None,NA
35,Leedstag Street,Charlotte,Phillips,49,Head,Widowed,Female,Charity fundraiser,None,Catholic
35,Leedstag Street,Harry,Phillips,14,Son,NA,Male,Student,None,NA
36,Leedstag Street,Hazel,Bailey,47,Head,Divorced,Female,Unemployed,None,Christian
36,Leedstag Street,Nicole,Bailey,19,Daughter,Divorced,Female,University Student,None,Christian
36,Leedstag Street,Malcolm,Bailey,17,Son,NA,Male,Student,None,NA
37,Leedstag Street,Anna,Ward,36,Head,Married,Female,IT consultant,None,Catholic
37,Leedstag Street,Julian,Ward,40,Husband,Married,Male,Garment/textile technologist,None,None
37,Leedstag Street,Diana,Ward,2,Adopted Daughter,NA,Female,Child,None,NA
37,Leedstag Street,Chelsea,Ward,1,Daughter,NA,Female,Child,None,NA
38,Leedstag Street,Fiona,Lambert,71,Head,Widowed,Female,"Retired Surveyor, quantity",None,Christian
38,Leedstag Street,Naomi,Duffy-Lambert,46,Daughter,Divorced,Female,Passenger transport manager,None,Christian
38,Leedstag Street,Chelsea,Duffy-Lambert,44,Daughter,Single,Female,Unemployed,None,Christian
39,Leedstag Street,Shannon,Jones,80,Head,Widowed,Female,Unemployed,None,Christian
39,Leedstag Street,Stewart,Jones,42,Son,Single,Male,Financial controller,None,Christian
39,Leedstag Street,Samantha,Jones,39,Daughter,Single,Female,Plant breeder/geneticist,None,Christian
40,Leedstag Street,Laura,Hughes,32,Head,Married,Female,IT consultant,None,None
40,Leedstag Street,Nicholas,Atkinson,35,Husband,Married,Male,Water engineer,None,None
40,Leedstag Street,Lewis,Hughes,9,Son,NA,Male,Student,None,NA
41,Leedstag Street,Aimee,Lee,70,Head,Married,Female,Retired Architect,None,Christian
41,Leedstag Street,Martin,Lee,71,Husband,Married,Male,"Retired Teacher, adult education",None,None
41,Leedstag Street,Max,Lee,10,Grandson,NA,Male,Student,None,NA
42,Leedstag Street,Paige,French,35,Head,Divorced,Female,"Engineer, civil (contracting)",None,Methodist
42,Leedstag Street,Victor,Harris-French,6,Son,NA,Male,Student,None,NA
42,Leedstag Street,Owen,Harris-French,5,Son,NA,Male,Student,None,NA
42,Leedstag Street,Denis,Hughes,34,Lodger,Single,Male,Radio broadcast assistant,None,Sikh
43,Leedstag Street,Robert,Shepherd,59,Head,Married,Male,"Administrator, charities/voluntary organisations",None,Christian
43,Leedstag Street,Kerry,Clark,50,Wife,Married,Female,Wellsite geologist,None,None
43,Leedstag Street,Vincent,Shepherd,12,Son,NA,Male,Student,None,NA
44,Leedstag Street,Amanda,Davison,22,Head,Single,Female,Psychotherapist,None,Catholic
44,Leedstag Street,David,Miah,23,None,Single,Male,Equality and diversity officer,None,Catholic
44,Leedstag Street,Karl,Evans,40,None,Single,Male,Government social research officer,None,Christian
45,Leedstag Street,Christian,Shaw,31,Head,Married,Male,"Therapist, music",None,Christian
45,Leedstag Street,Naomi,Shaw,26,Wife,Married,Female,Geophysical data processor,None,Christian
45,Leedstag Street,Brenda,Johnson,51,Lodger,Divorced,Female,Therapeutic radiographer,None,Catholic
1,Windsorcoffer Street,Matthew,Fletcher,84,Head,Married,Male,"Retired Designer, industrial/product",None,Methodist
1,Windsorcoffer Street,Rosie,Fletcher,76,Wife,Married,Female,Retired Pharmacologist,None,None
2,Windsorcoffer Street,Kimberley,Johnson,21,Head,Single,Female,University Student,None,None
3,Windsorcoffer Street,Bernard,Brown,44,Head,Married,Male,"Administrator, Civil Service",None,Methodist
3,Windsorcoffer Street,Dorothy,Brown,44,Wife,Married,Female,"Scientist, research (maths)",None,Methodist
4,Windsorcoffer Street,Joanna,Turner,68,Head,Married,Female,Unemployed,None,Muslim
4,Windsorcoffer Street,Ronald,Turner,66,Husband,Married,Male,Financial risk analyst,None,None
5,Windsorcoffer Street,June,Mills,75,Head,Divorced,Female,Retired Marketing executive,None,Christian
5,Windsorcoffer Street,Shane,Cooke,3,Grandson,NA,Male,Child,None,NA
6,Windsorcoffer Street,Elaine,King,32,Head,Single,Female,Quantity surveyor,None,None
6,Windsorcoffer Street,Sam,McDonald,27,None,Single,Male,Hydrographic surveyor,None,None
6,Windsorcoffer Street,Alexandra,Watson,30,None,Single,Female,Insurance claims handler,None,None
6,Windsorcoffer Street,Ricky,Price,21,None,Single,Male,University Student,None,None
6,Windsorcoffer Street,Terry,Campbell,35,None,Single,Male,Unemployed,None,Catholic
7,Windsorcoffer Street,Olivia,Ahmed,25,Head,Married,Female,Barista,None,Muslim
7,Windsorcoffer Street,Lawrence,Ahmed-Young,23,Husband,Married,Male,Ecologist,None,None
7,Windsorcoffer Street,Harry,Ahmed-Young,0,Son,NA,Male,Child,None,NA
7,Windsorcoffer Street,Karl,Brown,39,Lodger,Divorced,Male,"Designer, interior/spatial",None,Catholic
8,Windsorcoffer Street,Claire,James,35,Head,Married,Female,Manufacturing engineer,None,None
8,Windsorcoffer Street,Charlie,James,40,Husband,Married,Male,"Engineer, civil (contracting)",None,None
8,Windsorcoffer Street,Lynda,James,1,Daughter,NA,Female,Child,None,NA
8,Windsorcoffer Street,Jasmine,Wright,57,Lodger,Single,Female,Human resources officer,None,Christian
9,Windsorcoffer Street,Lawrence,Shaw,62,Head,Single,Male,Diagnostic radiographer,None,Christian
9,Windsorcoffer Street,Samuel,Shaw,23,Son,Single,Male,Production engineer,None,Christian
10,Windsorcoffer Street,Jessica,Morgan,62,Head,Single,Female,Pension scheme manager,None,Methodist
10,Windsorcoffer Street,Max,Jones,32,None,Single,Male,Land,None,None
10,Windsorcoffer Street,Katie,Chan,36,None,Single,Female,Learning disability nurse,None,Catholic
11,Windsorcoffer Street,Angela,Scott,62,Head,Married,Female,Translator,None,Methodist
11,Windsorcoffer Street,Dean,Scott,65,Husband,Married,Male,Forest/woodland manager,None,Methodist
11,Windsorcoffer Street,Marilyn,Scott,26,Daughter,Single,Female,Medical secretary,None,Methodist
12,Windsorcoffer Street,Raymond,Pickering,39,Head,Single,Male,Location manager,None,Christian
12,Windsorcoffer Street,Marcus,Pickering,16,Son,NA,Male,Student,None,NA
12,Windsorcoffer Street,Michael,Pickering,13,Son,NA,Male,Student,None,NA
1,Davidson Avenue,Diane,Morris,38,Head,Married,Female,Accounting technician,None,Christian
1,Davidson Avenue,Phillip,Morris,40,Husband,Married,Male,Neurosurgeon,None,Christian
1,Davidson Avenue,Jason,Morris,16,Son,NA,Male,Student,None,NA
2,Davidson Avenue,Craig,Clarke,45,Head,Single,Male,Market researcher,None,Christian
2,Davidson Avenue,Susan,Morley,38,Partner,Single,Female,Stage manager,None,None
2,Davidson Avenue,Alison,Clarke,14,Daughter,NA,Female,Student,None,NA
3,Davidson Avenue,Kelly,Price,64,Head,Married,Female,"Secretary, company",None,None
3,Davidson Avenue,Neil,Price,66,Husband,Married,Male,Pensions consultant,None,None
4,Davidson Avenue,Dawn,Potter,30,Head,Married,Female,Physiological scientist,None,Christian
4,Davidson Avenue,Bruce,Potter,30,Husband,Married,Male,Visual merchandiser,None,None
4,Davidson Avenue,Eric,Potter,13,Son,NA,Male,Student,None,NA
5,Davidson Avenue,Denis,Williams,35,Head,Single,Male,"Surveyor, commercial/residential",None,Catholic
6,Davidson Avenue,Diana,Watson,37,Head,Single,Female,"Therapist, occupational",None,Methodist
7,Davidson Avenue,Deborah,White,58,Head,Single,Female,"Engineer, production",None,Christian
8,Davidson Avenue,Wayne,Todd,32,Head,Divorced,Male,Teaching laboratory technician,None,None
9,Davidson Avenue,Marie,Price,46,Head,Married,Female,Community education officer,None,None
9,Davidson Avenue,Norman,Price,43,Husband,Married,Male,Barrister's clerk,None,None
9,Davidson Avenue,Leonard,Price,13,Son,NA,Male,Student,None,NA
10,Davidson Avenue,Brenda,Young,29,Head,Married,Female,Quantity surveyor,None,Christian
10,Davidson Avenue,Richard,Young,31,Husband,Married,Male,"Civil engineer, contracting",None,None
11,Davidson Avenue,Abdul,Chadwick,37,Head,Single,Male,Unemployed,None,Christian
12,Davidson Avenue,Kyle,Leach,30,Head,Married,Male,Barista,None,None
12,Davidson Avenue,Sophie,Leach,30,Wife,Married,Female,Politician's assistant,None,None
13,Davidson Avenue,Toby,Patel,61,Head,Single,Male,Ranger/warden,None,None
14,Davidson Avenue,Brenda,Richardson,39,Head,Divorced,Female,Education administrator,None,Catholic
15,Davidson Avenue,Gordon,Gough,82,Head,Single,Male,Retired Mental health nurse,None,None
16,Davidson Avenue,Hayley,Arnold,26,Head,Single,Female,Toxicologist,None,Bahai
17,Davidson Avenue,Robert,Moore,48,Head,Divorced,Male,"Surveyor, rural practice",None,None
18,Davidson Avenue,Jason,Potter,56,Head,Married,Male,Exercise physiologist,None,Catholic
18,Davidson Avenue,Joanne,Potter,55,Wife,Married,Female,Insurance risk surveyor,None,Catholic
19,Davidson Avenue,Peter,Harris,59,Head,Single,Male,Unemployed,None,None
20,Davidson Avenue,Derek,Thorpe,20,Head,Married,Male,University Student,None,None
20,Davidson Avenue,Debra,Thorpe,19,Wife,Married,Female,University Student,None,None
21,Davidson Avenue,Tracey,Willis,44,Head,Widowed,Female,Midwife,None,Catholic
22,Davidson Avenue,Tracy,Brooks,57,Head,Single,Female,"Engineer, land",None,Christian
23,Davidson Avenue,Elizabeth,Browne,67,Head,Divorced,Female,Environmental consultant,None,None
24,Davidson Avenue,Kelly,Chapman,63,Head,Single,Female,"Runner, broadcasting/film/video",None,Christian
24,Davidson Avenue,Joseph,Bryant,62,Partner,Single,Male,Garment/textile technologist,None,Christian
25,Davidson Avenue,Rebecca,Walker,64,Head,Divorced,Female,Midwife,None,Methodist
26,Davidson Avenue,Joyce,Gardner,43,Head,Single,Female,Chief Financial Officer,None,None
26,Davidson Avenue,Karl,Clements,27,Cousin,Single,Male,Radio producer,None,Muslim
26,Davidson Avenue,Beth,Davies,41,Visitor,Divorced,Female,Set designer,None,None
27,Davidson Avenue,Francis,Wood,44,Head,Single,Male,Broadcast journalist,None,None
28,Davidson Avenue,Josephine,Evans,71,Head,Married,Female,Retired Administrator,None,Methodist
28,Davidson Avenue,Luke,Evans,73,Husband,Married,Male,Retired Recycling officer,None,Methodist
29,Davidson Avenue,Janet,Baker,72,Head,Divorced,Female,Retired Production engineer,None,Christian
30,Davidson Avenue,Edward,Bibi,41,Head,Single,Male,Theatre manager,None,Methodist
31,Davidson Avenue,Jessica,Francis,40,Head,Married,Female,"Surveyor, insurance",None,Christian
31,Davidson Avenue,Marcus,Francis,39,Husband,Married,Male,"Engineer, electronics",None,None
32,Davidson Avenue,Nathan,Barker,42,Head,Single,Male,"Pilot, airline",None,None
32,Davidson Avenue,Maureen,Barker,8,Step-Daughter,NA,Female,Student,None,NA
33,Davidson Avenue,Raymond,Morris,25,Head,Married,Male,Furniture designer,None,None
33,Davidson Avenue,Janice,Morris,23,Wife,Married,Female,Hydrographic surveyor,None,None
34,Davidson Avenue,Leonard,Moore,70,Head,Widowed,Male,"Retired Geologist, engineering",None,None
35,Davidson Avenue,Kelly,Chambers,27,Head,Married,Female,Podiatrist,None,None
35,Davidson Avenue,Geoffrey,Chambers,28,Husband,Married,Male,Armed forces training and education officer,None,None
35,Davidson Avenue,Shannon,Chambers,7,Daughter,NA,Female,Student,None,NA
36,Davidson Avenue,Michelle,Campbell,23,Head,Single,Female,Landscape architect,None,None
36,Davidson Avenue,Dean,Miller,38,Lodger,Divorced,Male,Theatre manager,None,Methodist
36,Davidson Avenue,Edward,Osborne,30,Lodger,Single,Male,Advertising art director,None,Christian
36,Davidson Avenue,Linda,Kennedy,24,Lodger,Divorced,Female,Early years teacher,None,Sikh
37,Davidson Avenue,Rebecca,Cox,47,Head,Divorced,Female,"Nurse, adult",None,None
38,Davidson Avenue,Albert,Burton,79,Head,Single,Male,Retired Environmental education officer,None,Methodist
39,Davidson Avenue,Alan,Turner,52,Head,Widowed,Male,Unemployed,None,Christian
40,Davidson Avenue,Dorothy,Day,40,Head,Married,Female,"Editor, commissioning",None,Christian
40,Davidson Avenue,Malcolm,Day,40,Husband,Married,Male,"Psychologist, clinical",None,Christian
40,Davidson Avenue,Sarah,Day,25,Daughter,Single,Female,Armed forces logistics/support/administrative officer,None,None
41,Davidson Avenue,Sheila,Smith,25,Head,Divorced,Female,Unemployed,None,None
42,Davidson Avenue,Nicola,Kelly,58,Head,Single,Female,Nature conservation officer,None,Christian
43,Davidson Avenue,Janice,Moss,74,Head,Married,Female,Retired Corporate treasurer,None,Christian
43,Davidson Avenue,Maurice,Moss,75,Husband,Married,Male,"Retired Pharmacist, hospital",None,None
44,Davidson Avenue,Natasha,Davies,37,Head,Single,Female,Furniture designer,None,None
45,Davidson Avenue,Alison,Johnson,38,Head,Divorced,Female,Forensic scientist,None,None
46,Davidson Avenue,Nicole,Brown,45,Head,Married,Female,"Engineer, structural",None,None
46,Davidson Avenue,Elliott,Brown,47,Husband,Married,Male,Multimedia programmer,None,None
46,Davidson Avenue,Lynn,Brown,17,Daughter,NA,Female,Student,None,NA
47,Davidson Avenue,Terence,Robson,24,Head,Single,Male,"Engineer, energy",None,Catholic
48,Davidson Avenue,Georgia,Armstrong,44,Head,Single,Female,Unemployed,None,None
48,Davidson Avenue,Frederick,Armstrong,4,Son,NA,Male,Child,None,NA
49,Davidson Avenue,Sian,Boyle,57,Head,Married,Female,Farm manager,None,Christian
49,Davidson Avenue,Kieran,Boyle,66,Husband,Married,Male,"Nurse, adult",None,None
50,Davidson Avenue,Frederick,Barnes,57,Head,Single,Male,"Therapist, speech and language",None,Christian
50,Davidson Avenue,Jean,Sanderson,53,Partner,Single,Female,"Producer, radio",None,Christian
51,Davidson Avenue,Alexander,Adams,57,Head,Single,Male,"Geologist, engineering",None,None
52,Davidson Avenue,Damian,Boyle,76,Head,Divorced,Male,Retired Contracting civil engineer,None,Catholic
52,Davidson Avenue,Duncan,Boyle,14,Grandson,NA,Male,Student,None,NA
52,Davidson Avenue,Gavin,Boyle,13,Grandson,NA,Male,Student,None,NA
53,Davidson Avenue,Connor,Parker,69,Head,Widowed,Male,Retired Technical author,None,Christian
54,Davidson Avenue,Tina,Brooks,26,Head,Single,Female,Dance movement psychotherapist,None,None
54,Davidson Avenue,Leigh,Hayward,30,Partner,Single,Male,Health and safety adviser,None,None
54,Davidson Avenue,Daniel,Brooks,1,Son,NA,Male,Child,None,NA
54,Davidson Avenue,Mohammed,Cooke,45,Lodger,Divorced,Male,Unemployed,None,None
55,Davidson Avenue,Olivia,Chapman,65,Head,Single,Female,"Engineer, site",None,None
56,Davidson Avenue,Jemma,Woods,70,Head,Widowed,Female,Retired Legal secretary,None,Christian
57,Davidson Avenue,Ashleigh,Cooper,45,Head,Single,Female,"Pilot, airline",None,Sikh
58,Davidson Avenue,Ashleigh,Jones,79,Head,Widowed,Female,Retired Immigration officer,None,Methodist
59,Davidson Avenue,Owen,Williams,37,Head,Single,Male,Set designer,None,None
60,Davidson Avenue,Christine,Bradshaw,77,Head,Single,Female,Retired Commissioning editor,None,Christian
61,Davidson Avenue,Jean,Ellis,45,Head,Single,Female,"Designer, furniture",None,Methodist
61,Davidson Avenue,Elliott,Thompson,48,Partner,Single,Male,Land,None,None
62,Davidson Avenue,Irene,Kay,40,Head,Married,Female,Advertising account planner,None,None
62,Davidson Avenue,Mitchell,Kay,43,Husband,Married,Male,Recycling officer,None,None
62,Davidson Avenue,Derek,Bird,44,Lodger,Single,Male,Unemployed,None,None
63,Davidson Avenue,Cameron,Hall,51,Head,Single,Male,"Production assistant, radio",None,Catholic
64,Davidson Avenue,Marc,Brooks,19,Head,Single,Male,University Student,None,Muslim
65,Davidson Avenue,Clifford,Harding,87,Head,Widowed,Male,Retired Chartered public finance accountant,None,Catholic
66,Davidson Avenue,Geraldine,Duffy,93,Head,Widowed,Female,"Retired Scientist, marine",None,Christian
67,Davidson Avenue,Alexandra,Perkins,56,Head,Widowed,Female,Set designer,None,Christian
68,Davidson Avenue,Helen,Clarke,62,Head,Married,Female,Unemployed,None,None
68,Davidson Avenue,Allan,Clarke,58,Husband,Married,Male,Unemployed,None,None
68,Davidson Avenue,Paul,Brown,9,Grandson,NA,Male,Student,None,NA
69,Davidson Avenue,Sara,Nicholls,88,Head,Widowed,Female,"Retired Teacher, English as a foreign language",None,Christian
69,Davidson Avenue,Sara,Nicholls,46,Adopted Daughter,Single,Female,Cabin crew,None,Christian
70,Davidson Avenue,Damian,Wallace,19,Head,Single,Male,University Student,None,None
70,Davidson Avenue,Jenna,Potter,27,None,Single,Female,Operations geologist,None,None
71,Davidson Avenue,Alexander,Hyde,50,Head,Single,Male,Further education lecturer,None,None
72,Davidson Avenue,Alexandra,Harding,71,Head,Married,Female,Retired Equities trader,None,None
72,Davidson Avenue,Kyle,Harding,73,Husband,Married,Male,Retired Forensic psychologist,None,None
73,Davidson Avenue,Victor,Patel,42,Head,Single,Male,Diplomatic Services operational officer,None,None
